date,avgcpu,avgmem
1594652400000000,0.6169286492404407,0.3443666618311972
1594652700000000,0.5996571567629925,0.3302685909353609
1594653000000000,0.5588666760026495,0.3152205824743428
1594653300000000,0.5711113518747655,0.3177362316849317
1594653600000000,0.6137080971461362,0.3496520737019641
1594653900000000,0.5826385330869652,0.3350846426588342
1594654200000000,0.6006947198936001,0.3270825199928819
1594654500000000,0.6278267008433991,0.3314408327429402
1594654800000000,0.6275400288686104,0.327003902235236
1594655100000000,0.6427005440230018,0.3379065850435034
1594655400000000,0.6407827650592528,0.3519048565095161
1594655700000000,0.6169670847630657,0.3413658646108769
1594656000000000,0.584860155595619,0.3347297521576576
1594656300000000,0.559572171085962,0.3258742758717997
1594656600000000,0.5499970858523802,0.3233082949927204
1594656900000000,0.5565052354782063,0.3254325657484733
1594657200000000,0.5680554870829082,0.3449300754517195
1594657500000000,0.545648692339721,0.3457450690507146
1594657800000000,0.5282871732726826,0.3390011609880757
1594658100000000,0.5166898491530041,0.332025918407022
1594658400000000,0.5158105342252632,0.3341017162428964
1594658700000000,0.4754887860357474,0.2994553159942891
1594659000000000,0.4629294521575293,0.2900553028772329
1594659300000000,0.4593441882487698,0.2865561659565424
1594659600000000,0.4509527027779664,0.2809439823697032
1594659900000000,0.4444168769831837,0.2757179235994235
1594660200000000,0.438026316664202,0.2735891328040871
1594660500000000,0.4702991289692457,0.2886156692973566
1594660800000000,0.4946025464445012,0.3156899837811089
1594661100000000,0.4835477615218073,0.3197805490644871
1594661400000000,0.4831168717073499,0.3172234782248585
1594661700000000,0.4949982926090092,0.3149015726402957
1594662000000000,0.4852656994077234,0.3169772134800588
1594662300000000,0.4806724379912238,0.3093138911331848
1594662600000000,0.4872202004528386,0.3107915973877349
1594662900000000,0.4940819777917385,0.3164465277292514
1594663200000000,0.517355901357561,0.3282771560535793
1594663500000000,0.5338634541119562,0.334532453930661
1594663800000000,0.5356517440248088,0.3389564455018006
1594664100000000,0.538371559413525,0.3449140040341296
1594664400000000,0.5255197545219499,0.3465480513778773
1594664700000000,0.5077261001994091,0.3409400895562243
1594665000000000,0.4736529299522918,0.3204157718831962
1594665300000000,0.4611324263475917,0.3143957525359896
1594665600000000,0.4493672623192604,0.3119501429216239
1594665900000000,0.415386715735416,0.3035031609104024
1594666200000000,0.4279663011835831,0.3257391518828192
1594666500000000,0.4027128511718968,0.3117738079343115
1594666800000000,0.4227165498321083,0.314713451771329
1594667100000000,0.4198659381679145,0.319708473925021
